QUERY_ID,QUERY_TEXT,DATABASE_ID,DATABASE_NAME,SCHEMA_ID,SCHEMA_NAME,QUERY_TYPE,SESSION_ID,USER_NAME,ROLE_NAME,WAREHOUSE_ID,WAREHOUSE_NAME,WAREHOUSE_SIZE,WAREHOUSE_TYPE,CLUSTER_NUMBER,QUERY_TAG,EXECUTION_STATUS,ERROR_CODE,ERROR_MESSAGE,START_TIME,END_TIME,TOTAL_ELAPSED_TIME,BYTES_SCANNED,PERCENTAGE_SCANNED_FROM_CACHE,BYTES_WRITTEN,BYTES_WRITTEN_TO_RESULT,BYTES_READ_FROM_RESULT,ROWS_PRODUCED,ROWS_INSERTED,ROWS_UPDATED,ROWS_DELETED,ROWS_UNLOADED,BYTES_DELETED,PARTITIONS_SCANNED,PARTITIONS_TOTAL,BYTES_SPILLED_TO_LOCAL_STORAGE,BYTES_SPILLED_TO_REMOTE_STORAGE,BYTES_SENT_OVER_THE_NETWORK,COMPILATION_TIME,EXECUTION_TIME,QUEUED_PROVISIONING_TIME,QUEUED_REPAIR_TIME,QUEUED_OVERLOAD_TIME,TRANSACTION_BLOCKED_TIME,OUTBOUND_DATA_TRANSFER_CLOUD,OUTBOUND_DATA_TRANSFER_REGION,OUTBOUND_DATA_TRANSFER_BYTES,INBOUND_DATA_TRANSFER_CLOUD,INBOUND_DATA_TRANSFER_REGION,INBOUND_DATA_TRANSFER_BYTES,LIST_EXTERNAL_FILES_TIME,CREDITS_USED_CLOUD_SERVICES,RELEASE_VERSION,EXTERNAL_FUNCTION_TOTAL_INVOCATIONS,EXTERNAL_FUNCTION_TOTAL_SENT_ROWS,EXTERNAL_FUNCTION_TOTAL_RECEIVED_ROWS,EXTERNAL_FUNCTION_TOTAL_SENT_BYTES,EXTERNAL_FUNCTION_TOTAL_RECEIVED_BYTES,QUERY_LOAD_PERCENT,IS_CLIENT_GENERATED_STATEMENT,QUERY_ACCELERATION_BYTES_SCANNED,QUERY_ACCELERATION_PARTITIONS_SCANNED,QUERY_ACCELERATION_UPPER_LIMIT_SCALE_FACTOR,TRANSACTION_ID,CHILD_QUERIES_WAIT_TIME,ROLE_TYPE,QUERY_HASH,QUERY_HASH_VERSION,QUERY_PARAMETERIZED_HASH,QUERY_PARAMETERIZED_HASH_VERSION,SECONDARY_ROLE_STATS,ROWS_WRITTEN_TO_RESULT,QUERY_RETRY_TIME,QUERY_RETRY_CAUSE,FAULT_HANDLING_TIME,USER_TYPE,USER_DATABASE_NAME,USER_DATABASE_ID,USER_SCHEMA_NAME,USER_SCHEMA_ID
01ba6ec2-0000-d9d0-0001-933e0003aa5e,"UPDATE
    SALES_STAGING.PUBLIC.PRODUCT_SALES_PERFORMANCE_STAGING A
SET 
    A.YEAR = YEAR(A.DATE);",28,SALES_STAGING,33,PUBLIC,UPDATE,443369474191374,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,X-Small,STANDARD,1,ETL_STEP_2,SUCCESS,,,2025-02-16 06:26:22.484 -0800,2025-02-16 06:26:40.691 -0800,18207,270886400,1,271161344,36,0,19470422,0,19470422,0,0,0,18,18,0,0,0,198,18009,0,0,0,0,,,0,,,0,0,6.1e-05,9.2.8,0,0,0,0,0,100,false,0,0,0,1739715982675000000,0,ROLE,7199bd56f39ced3850df9c1b53c521fb,2,7199bd56f39ced3850df9c1b53c521fb,1,,1,,,,,,,,
01ba6ec2-0000-d9d0-0001-933e0003aa62,"ALTER TABLE
    SALES_STAGING.PUBLIC.PRODUCT_SALES_PERFORMANCE_STAGING 
ADD COLUMN IF NOT EXISTS
    MONTH INT;",28,SALES_STAGING,33,PUBLIC,ALTER_TABLE_ADD_COLUMN,443369474191374,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,ETL_STEP_2,SUCCESS,,,2025-02-16 06:26:41.067 -0800,2025-02-16 06:26:41.102 -0800,35,0,0,0,36,0,,0,0,0,0,0,0,0,0,0,0,26,9,0,0,0,0,,,0,,,0,0,5e-06,9.2.8,0,0,0,0,0,,false,0,0,0,0,0,ROLE,5891ffc7abebf06b936c1169064f3085,2,5891ffc7abebf06b936c1169064f3085,1,,1,,,,,,,,
01ba6ec2-0000-d9c9-0001-933e0003f37e,"ALTER TABLE
    SALES_STAGING.PUBLIC.PRODUCT_SALES_PERFORMANCE_STAGING
ADD COLUMN IF NOT EXISTS
    STORE_TYPE VARCHAR(150);",28,SALES_STAGING,33,PUBLIC,ALTER_TABLE_ADD_COLUMN,443369474191374,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,ETL_STEP_2,SUCCESS,,,2025-02-16 06:26:03.239 -0800,2025-02-16 06:26:03.279 -0800,40,0,0,0,36,0,,0,0,0,0,0,0,0,0,0,0,33,7,0,0,0,0,,,0,,,0,0,6e-06,9.2.8,0,0,0,0,0,,false,0,0,0,0,0,ROLE,292931161ec3cd4fb3693518653c3d5a,2,292931161ec3cd4fb3693518653c3d5a,1,,1,,,,,,,,
01ba6ec2-0000-d9c9-0001-933e0003f382,"UPDATE
    SALES_STAGING.PUBLIC.PRODUCT_SALES_PERFORMANCE_STAGING 
SET 
    STORE_TYPE = CASE
                    WHEN 
                        SKU = URL THEN 'OFFLINE'

                    ELSE 
                        'ONLINE'
                    END;",28,SALES_STAGING,33,PUBLIC,UPDATE,443369474191374,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,X-Small,STANDARD,1,ETL_STEP_2,SUCCESS,,,2025-02-16 06:26:03.835 -0800,2025-02-16 06:26:21.633 -0800,17798,356563968,1,270345728,36,0,19470422,0,19470422,0,0,0,19,19,0,0,0,165,17633,0,0,0,0,,,0,,,0,0,5e-05,9.2.8,0,0,0,0,0,100,false,0,0,0,1739715963988000000,0,ROLE,bdc931249e9c286cd4dea2097d8b7d4f,2,bdc931249e9c286cd4dea2097d8b7d4f,1,,1,,,,,,,,
01ba6ec2-0000-d9c9-0001-933e0003f392,show terse DATABASES limit 10000,28,SALES_STAGING,33,PUBLIC,SHOW,443369474191374,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,ETL_STEP_2,SUCCESS,,,2025-02-16 06:26:22.116 -0800,2025-02-16 06:26:22.150 -0800,34,0,0,0,823,0,,0,0,0,0,0,0,0,0,0,0,21,13,0,0,0,0,,,0,,,0,0,0,9.2.8,0,0,0,0,0,,true,0,0,0,0,0,ROLE,4efc4b933266389f41e98d55f32425ab,2,4efc4b933266389f41e98d55f32425ab,1,,12,,,,,,,,
01ba6ec2-0000-d9c9-0001-933e0003f39a,"UPDATE
    SALES_STAGING.PUBLIC.PRODUCT_SALES_PERFORMANCE_STAGING A
SET 
    MONTH  = MONTH(A.DATE);",28,SALES_STAGING,33,PUBLIC,UPDATE,443369474191374,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,X-Small,STANDARD,1,ETL_STEP_2,SUCCESS,,,2025-02-16 06:26:41.445 -0800,2025-02-16 06:26:59.327 -0800,17882,271767552,1,272483328,36,0,19470422,0,19470422,0,0,0,22,22,0,0,0,151,17731,0,0,0,0,,,0,,,0,0,4.7e-05,9.2.8,0,0,0,0,0,100,false,0,0,0,1739716001585000000,0,ROLE,e2fa2f729b21cb72586fd1f56b6649ec,2,e2fa2f729b21cb72586fd1f56b6649ec,1,,1,,,,,,,,
01ba6ec2-0000-d9c9-0001-933e0003f39e,"ALTER TABLE
    SALES_STAGING.PUBLIC.PRODUCT_SALES_PERFORMANCE_STAGING 
ADD COLUMN IF NOT EXISTS
    DAY INT;",28,SALES_STAGING,33,PUBLIC,ALTER_TABLE_ADD_COLUMN,443369474191374,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,ETL_STEP_2,SUCCESS,,,2025-02-16 06:26:59.649 -0800,2025-02-16 06:26:59.744 -0800,95,0,0,0,36,0,,0,0,0,0,0,0,0,0,0,0,87,8,0,0,0,0,,,0,,,0,0,1.4e-05,9.2.8,0,0,0,0,0,,false,0,0,0,0,0,ROLE,456587e907d8f304e6be8f0673f30257,2,456587e907d8f304e6be8f0673f30257,1,,1,,,,,,,,
01ba6ec1-0000-d9d7-0001-933e0004134e,"UPDATE 
    SALES_STAGING.PUBLIC.PRODUCT_SALES_PERFORMANCE_STAGING A
SET 
    A.REVENUEUSD = $median_value
    WHERE
        A.REVENUEUSD IS NULL;",28,SALES_STAGING,33,PUBLIC,UPDATE,443369474191374,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,X-Small,STANDARD,1,ETL_STEP_2,SUCCESS,,,2025-02-16 06:25:45.537 -0800,2025-02-16 06:26:02.882 -0800,17345,303707648,1,267668992,33,0,19470422,0,29594,0,0,0,20,20,0,0,0,176,17169,0,0,0,0,,,0,,,0,0,5.4e-05,9.2.8,0,0,0,0,0,100,false,0,0,0,1739715945704000000,0,ROLE,14d6105d899cb44e9097160babbe9b91,2,14d6105d899cb44e9097160babbe9b91,1,,1,,,,,,,,
01ba6ec2-0000-d9d7-0001-933e00041356,"ALTER TABLE
    SALES_STAGING.PUBLIC.PRODUCT_SALES_PERFORMANCE_STAGING
ADD COLUMN IF NOT EXISTS
    YEAR INT;",28,SALES_STAGING,33,PUBLIC,ALTER_TABLE_ADD_COLUMN,443369474191374,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,ETL_STEP_2,SUCCESS,,,2025-02-16 06:26:22.073 -0800,2025-02-16 06:26:22.098 -0800,25,0,0,0,36,0,,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,,,0,,,0,0,4e-06,9.2.8,0,0,0,0,0,,false,0,0,0,0,0,ROLE,f838d5b0919fd2aeebcaaa44cd7b4e18,2,f838d5b0919fd2aeebcaaa44cd7b4e18,1,,1,,,,,,,,
01ba6ec2-0000-d9d7-0001-933e0004135a,show WAREHOUSES,28,SALES_STAGING,33,PUBLIC,SHOW,443369474191374,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,ETL_STEP_2,SUCCESS,,,2025-02-16 06:26:22.097 -0800,2025-02-16 06:26:22.142 -0800,45,0,0,0,786,0,,0,0,0,0,0,0,0,0,0,0,20,25,0,0,0,0,,,0,,,0,0,0,9.2.8,0,0,0,0,0,,true,0,0,0,0,0,ROLE,9ddc24dcc7b36224eabdf604aa2472b1,2,9ddc24dcc7b36224eabdf604aa2472b1,1,,3,,,,,,,,
