QUERY_ID,QUERY_TEXT,DATABASE_ID,DATABASE_NAME,SCHEMA_ID,SCHEMA_NAME,QUERY_TYPE,SESSION_ID,USER_NAME,ROLE_NAME,WAREHOUSE_ID,WAREHOUSE_NAME,WAREHOUSE_SIZE,WAREHOUSE_TYPE,CLUSTER_NUMBER,QUERY_TAG,EXECUTION_STATUS,ERROR_CODE,ERROR_MESSAGE,START_TIME,END_TIME,TOTAL_ELAPSED_TIME,BYTES_SCANNED,PERCENTAGE_SCANNED_FROM_CACHE,BYTES_WRITTEN,BYTES_WRITTEN_TO_RESULT,BYTES_READ_FROM_RESULT,ROWS_PRODUCED,ROWS_INSERTED,ROWS_UPDATED,ROWS_DELETED,ROWS_UNLOADED,BYTES_DELETED,PARTITIONS_SCANNED,PARTITIONS_TOTAL,BYTES_SPILLED_TO_LOCAL_STORAGE,BYTES_SPILLED_TO_REMOTE_STORAGE,BYTES_SENT_OVER_THE_NETWORK,COMPILATION_TIME,EXECUTION_TIME,QUEUED_PROVISIONING_TIME,QUEUED_REPAIR_TIME,QUEUED_OVERLOAD_TIME,TRANSACTION_BLOCKED_TIME,OUTBOUND_DATA_TRANSFER_CLOUD,OUTBOUND_DATA_TRANSFER_REGION,OUTBOUND_DATA_TRANSFER_BYTES,INBOUND_DATA_TRANSFER_CLOUD,INBOUND_DATA_TRANSFER_REGION,INBOUND_DATA_TRANSFER_BYTES,LIST_EXTERNAL_FILES_TIME,CREDITS_USED_CLOUD_SERVICES,RELEASE_VERSION,EXTERNAL_FUNCTION_TOTAL_INVOCATIONS,EXTERNAL_FUNCTION_TOTAL_SENT_ROWS,EXTERNAL_FUNCTION_TOTAL_RECEIVED_ROWS,EXTERNAL_FUNCTION_TOTAL_SENT_BYTES,EXTERNAL_FUNCTION_TOTAL_RECEIVED_BYTES,QUERY_LOAD_PERCENT,IS_CLIENT_GENERATED_STATEMENT,QUERY_ACCELERATION_BYTES_SCANNED,QUERY_ACCELERATION_PARTITIONS_SCANNED,QUERY_ACCELERATION_UPPER_LIMIT_SCALE_FACTOR,TRANSACTION_ID,CHILD_QUERIES_WAIT_TIME,ROLE_TYPE,QUERY_HASH,QUERY_HASH_VERSION,QUERY_PARAMETERIZED_HASH,QUERY_PARAMETERIZED_HASH_VERSION,SECONDARY_ROLE_STATS,ROWS_WRITTEN_TO_RESULT,QUERY_RETRY_TIME,QUERY_RETRY_CAUSE,FAULT_HANDLING_TIME,USER_TYPE,USER_DATABASE_NAME,USER_DATABASE_ID,USER_SCHEMA_NAME,USER_SCHEMA_ID
01ba5df3-0000-d8eb-0001-933e00018aba,CREATE DATABASE IF NOT EXISTS SALES_RAW;,26,SALES_DW,34,PUBLIC,CREATE,443369474084902,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,EXTRACT_SALES_ETL,SUCCESS,,,2025-02-13 06:43:15.878 -0800,2025-02-13 06:43:15.913 -0800,35,0,0,0,50,0,,0,0,0,0,0,0,0,0,0,0,27,8,0,0,0,0,,,0,,,0,0,5e-06,9.2.7,0,0,0,0,0,,false,0,0,0,0,0,ROLE,acfebad2f92359a47ff161f1ac2eacff,2,acfebad2f92359a47ff161f1ac2eacff,1,,1,,,,,,,,
01ba5df3-0000-d8eb-0001-933e00018abe,show WAREHOUSES like 'COMPUTE_WH',26,SALES_DW,34,PUBLIC,SHOW,443369474084902,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,EXTRACT_SALES_ETL,SUCCESS,,,2025-02-13 06:43:15.893 -0800,2025-02-13 06:43:15.970 -0800,77,0,0,0,243,0,,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,0,,,0,,,0,0,0,9.2.7,0,0,0,0,0,,true,0,0,0,0,0,ROLE,dc6b49c7892670ac114d7ea882544de7,2,dc6b49c7892670ac114d7ea882544de7,1,,1,,,,,,,,
01ba5df3-0000-d8eb-0001-933e00018ac2,CREATE DATABASE IF NOT EXISTS SALES_DW;,26,SALES_DW,34,PUBLIC,CREATE,443369474084902,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,EXTRACT_SALES_ETL,SUCCESS,,,2025-02-13 06:43:16.777 -0800,2025-02-13 06:43:16.802 -0800,25,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,,,0,,,0,0,4e-06,9.2.7,0,0,0,0,0,,false,0,0,0,0,0,ROLE,51b26a9fe0808de70c96c706055eeb8f,2,51b26a9fe0808de70c96c706055eeb8f,1,,1,,,,,,,,
01ba5df3-0000-d8eb-0001-933e00018ac6,"show terse SCHEMAS in DATABASE IDENTIFIER('""SALES_RAW""') limit 10000 with privileges usage,ownership",25,SALES_RAW,32,PUBLIC,SHOW,443369474084902,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,EXTRACT_SALES_ETL,SUCCESS,,,2025-02-13 06:43:17.879 -0800,2025-02-13 06:43:17.922 -0800,43,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,30,13,0,0,0,0,,,0,,,0,0,0,9.2.7,0,0,0,0,0,,true,0,0,0,0,0,ROLE,8c861f4ac49ea5ad9495059bef630803,2,8c861f4ac49ea5ad9495059bef630803,1,,1,,,,,,,,
01ba5df3-0000-d8eb-0001-933e00018aca,show DATABASES like 'SNOWFLAKE',25,SALES_RAW,32,PUBLIC,SHOW,443369474084902,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,EXTRACT_SALES_ETL,SUCCESS,,,2025-02-13 06:43:23.095 -0800,2025-02-13 06:43:23.384 -0800,289,0,0,0,104,0,,0,0,0,0,0,0,0,0,0,0,30,259,0,0,0,0,,,0,,,0,0,0,9.2.7,0,0,0,0,0,,true,0,0,0,0,0,ROLE,877e40840e2f3ff8ae9d70d7fbee9061,2,877e40840e2f3ff8ae9d70d7fbee9061,1,,1,,,,,,,,
01ba5df3-0000-d8ff-0001-933e0001b196,USE DATABASE SALES_RAW;,26,SALES_DW,34,PUBLIC,USE,443369474084902,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,EXTRACT_SALES_ETL,SUCCESS,,,2025-02-13 06:43:17.192 -0800,2025-02-13 06:43:17.278 -0800,86,0,0,0,36,0,,0,0,0,0,0,0,0,0,0,0,50,36,0,0,0,0,,,0,,,0,0,1.3e-05,9.2.7,0,0,0,0,0,,false,0,0,0,0,0,ROLE,cb39b2e7403542b3470865ce08a51c07,2,cb39b2e7403542b3470865ce08a51c07,1,,1,,,,,,,,
01ba5df3-0000-d8ff-0001-933e0001b1aa,show WAREHOUSES like 'COMPUTE_WH',25,SALES_RAW,32,PUBLIC,SHOW,443369474084902,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,EXTRACT_SALES_ETL,SUCCESS,,,2025-02-13 06:43:49.839 -0800,2025-02-13 06:43:50.224 -0800,385,0,0,0,248,0,,0,0,0,0,0,0,0,0,0,0,204,181,0,0,0,0,,,0,,,0,0,0,9.2.7,0,0,0,0,0,,true,0,0,0,0,0,ROLE,dc6b49c7892670ac114d7ea882544de7,2,dc6b49c7892670ac114d7ea882544de7,1,,1,,,,,,,,
01ba5df3-0000-d8fd-0001-933e0001c13a,CREATE DATABASE IF NOT EXISTS SALES_RAW;,25,SALES_RAW,32,PUBLIC,CREATE,443369474084902,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,EXTRACT_SALES_ETL,SUCCESS,,,2025-02-13 06:43:30.282 -0800,2025-02-13 06:43:30.330 -0800,48,0,0,0,50,0,,0,0,0,0,0,0,0,0,0,0,38,10,0,0,0,0,,,0,,,0,0,7e-06,9.2.7,0,0,0,0,0,,false,0,0,0,0,0,ROLE,acfebad2f92359a47ff161f1ac2eacff,2,acfebad2f92359a47ff161f1ac2eacff,1,,1,,,,,,,,
01ba5df3-0000-d8fd-0001-933e0001c13e,CREATE DATABASE IF NOT EXISTS SALES_DW;,25,SALES_RAW,32,PUBLIC,CREATE,443369474084902,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,EXTRACT_SALES_ETL,SUCCESS,,,2025-02-13 06:43:31.241 -0800,2025-02-13 06:43:31.272 -0800,31,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,,,0,,,0,0,5e-06,9.2.7,0,0,0,0,0,,false,0,0,0,0,0,ROLE,51b26a9fe0808de70c96c706055eeb8f,2,51b26a9fe0808de70c96c706055eeb8f,1,,1,,,,,,,,
01ba5df3-0000-d8fd-0001-933e0001c142,"INSERT INTO product_sales_performance
SELECT * FROM PRODUCT_SALES_PERFORMANCE__ONLINE_AND_OFFLINE.PUBLIC.PETSMART_OFFLINE_PRODUCT_LEVEL_DATA;",25,SALES_RAW,32,PUBLIC,INSERT,443369474084902,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,X-Small,STANDARD,1,EXTRACT_SALES_ETL,SUCCESS,,,2025-02-13 06:43:33.285 -0800,2025-02-13 06:43:49.506 -0800,16221,266475008,0,266124800,32,0,19470422,19470422,0,0,0,0,22,22,0,0,0,686,15451,84,0,0,0,,,0,,,0,0,0.000159,9.2.7,0,0,0,0,0,100,false,0,0,0,1739457813527000000,0,ROLE,4502aff3e807e8d192cb7965836d6186,2,4502aff3e807e8d192cb7965836d6186,1,,1,,,,,,,,
