QUERY_ID,QUERY_TEXT,DATABASE_ID,DATABASE_NAME,SCHEMA_ID,SCHEMA_NAME,QUERY_TYPE,SESSION_ID,USER_NAME,ROLE_NAME,WAREHOUSE_ID,WAREHOUSE_NAME,WAREHOUSE_SIZE,WAREHOUSE_TYPE,CLUSTER_NUMBER,QUERY_TAG,EXECUTION_STATUS,ERROR_CODE,ERROR_MESSAGE,START_TIME,END_TIME,TOTAL_ELAPSED_TIME,BYTES_SCANNED,PERCENTAGE_SCANNED_FROM_CACHE,BYTES_WRITTEN,BYTES_WRITTEN_TO_RESULT,BYTES_READ_FROM_RESULT,ROWS_PRODUCED,ROWS_INSERTED,ROWS_UPDATED,ROWS_DELETED,ROWS_UNLOADED,BYTES_DELETED,PARTITIONS_SCANNED,PARTITIONS_TOTAL,BYTES_SPILLED_TO_LOCAL_STORAGE,BYTES_SPILLED_TO_REMOTE_STORAGE,BYTES_SENT_OVER_THE_NETWORK,COMPILATION_TIME,EXECUTION_TIME,QUEUED_PROVISIONING_TIME,QUEUED_REPAIR_TIME,QUEUED_OVERLOAD_TIME,TRANSACTION_BLOCKED_TIME,OUTBOUND_DATA_TRANSFER_CLOUD,OUTBOUND_DATA_TRANSFER_REGION,OUTBOUND_DATA_TRANSFER_BYTES,INBOUND_DATA_TRANSFER_CLOUD,INBOUND_DATA_TRANSFER_REGION,INBOUND_DATA_TRANSFER_BYTES,LIST_EXTERNAL_FILES_TIME,CREDITS_USED_CLOUD_SERVICES,RELEASE_VERSION,EXTERNAL_FUNCTION_TOTAL_INVOCATIONS,EXTERNAL_FUNCTION_TOTAL_SENT_ROWS,EXTERNAL_FUNCTION_TOTAL_RECEIVED_ROWS,EXTERNAL_FUNCTION_TOTAL_SENT_BYTES,EXTERNAL_FUNCTION_TOTAL_RECEIVED_BYTES,QUERY_LOAD_PERCENT,IS_CLIENT_GENERATED_STATEMENT,QUERY_ACCELERATION_BYTES_SCANNED,QUERY_ACCELERATION_PARTITIONS_SCANNED,QUERY_ACCELERATION_UPPER_LIMIT_SCALE_FACTOR,TRANSACTION_ID,CHILD_QUERIES_WAIT_TIME,ROLE_TYPE,QUERY_HASH,QUERY_HASH_VERSION,QUERY_PARAMETERIZED_HASH,QUERY_PARAMETERIZED_HASH_VERSION,SECONDARY_ROLE_STATS,ROWS_WRITTEN_TO_RESULT,QUERY_RETRY_TIME,QUERY_RETRY_CAUSE,FAULT_HANDLING_TIME,USER_TYPE,USER_DATABASE_NAME,USER_DATABASE_ID,USER_SCHEMA_NAME,USER_SCHEMA_ID
01ba6edc-0000-d9d0-0001-933e0003af26,"INSERT INTO dLocation
SELECT
    DISTINCT(STOREID),
    ZIP,
    CITY,      
    STATE,
    ADRESS
FROM SALES_STAGING.PUBLIC.PRODUCT_SALES_PERFORMANCE_STAGING
ORDER BY
    STOREID ASC;",26,SALES_DW,34,PUBLIC,INSERT,443369474187270,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,X-Small,STANDARD,1,ETL-STEP-3.1,SUCCESS,,,2025-02-16 06:52:12.128 -0800,2025-02-16 06:52:13.401 -0800,1273,48574464,1,45568,28,0,1521,1521,0,0,0,0,23,23,0,0,0,300,973,0,0,0,0,,,0,,,0,0,7.8e-05,9.2.8,0,0,0,0,0,100,false,0,0,0,1739717532293000000,0,ROLE,c619f2ad9808bb8d376cba68c81157e4,2,c619f2ad9808bb8d376cba68c81157e4,1,,1,,,,,,,,
01ba6edc-0000-d9d0-0001-933e0003af2e,TRUNCATE TABLE dSalesChannel;,26,SALES_DW,34,PUBLIC,TRUNCATE_TABLE,443369474187270,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,ETL-STEP-3.1,SUCCESS,,,2025-02-16 06:52:17.212 -0800,2025-02-16 06:52:17.455 -0800,243,0,0,0,36,0,,0,0,2,0,0,0,0,0,0,0,41,202,0,0,0,0,,,0,,,0,0,3.5e-05,9.2.8,0,0,0,0,0,,false,0,0,0,1739717537260000000,0,ROLE,909a3dc4a5cdd2085eab2dca934ff0bc,2,909a3dc4a5cdd2085eab2dca934ff0bc,1,,1,,,,,,,,
01ba6edc-0000-d9d0-0001-933e0003af32,"INSERT INTO dSalesChannel
WITH dSalesChannel AS
(
    SELECT
        DISTINCT(STORE_TYPE)
    FROM SALES_STAGING.PUBLIC.PRODUCT_SALES_PERFORMANCE_STAGING
)
SELECT
    ROW_NUMBER() OVER( ORDER BY STORE_TYPE ASC ),
    store_type
FROM dSalesChannel;",26,SALES_DW,34,PUBLIC,INSERT,443369474187270,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,X-Small,STANDARD,1,ETL-STEP-3.1,SUCCESS,,,2025-02-16 06:52:17.735 -0800,2025-02-16 06:52:18.223 -0800,488,3395584,1,1024,25,0,2,2,0,0,0,0,23,23,0,0,0,157,331,0,0,0,0,,,0,,,0,0,4.9e-05,9.2.8,0,0,0,0,0,100,false,0,0,0,1739717537884000000,0,ROLE,97c43a1db79cabe68612619554ba76c2,2,97c43a1db79cabe68612619554ba76c2,1,,1,,,,,,,,
01ba6edc-0000-d9d0-0001-933e0003af3e,"CREATE VIEW IF NOT EXISTS  VW_10_BEST_SELLING_PRODCUTS AS
-- 2 What are the 10 best-selling products in September 2024 by state and city, and what was the total sales for each location?
SELECT
    *
FROM
(
    SELECT
        B.STATE,
        CITY,
        C.ID_PRODUCT,
        SUM(A.TOTAL_SALES),
        DENSE_RANK() OVER( PARTITION BY B.STATE, B.CITY ORDER BY  SUM(A.TOTAL_SALES) DESC) AS RANKING
    FROM SALES_DW.PUBLIC.FSALES A
    LEFT JOIN
    SALES_DW.PUBLIC.DLOCATION   B  ON  A.STORE_ID = B.STORE_ID
    LEFT JOIN
    SALES_DW.PUBLIC.DPRODUCT    C ON C.ID_PRODUCT = A.ID_PRODUCT
    GROUP BY
        C.ID_PRODUCT,
        B.STATE,
        B.CITY
    
) AS RankedTable
WHERE
    RANKING <= 10
    ORDER BY
        STATE,
        CITY,
        RANKING;",26,SALES_DW,34,PUBLIC,CREATE_VIEW,443369474187270,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,ETL-STEP-3.1,SUCCESS,,,2025-02-16 06:52:26.657 -0800,2025-02-16 06:52:26.699 -0800,42,0,0,0,68,0,,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,,,0,,,0,0,6e-06,9.2.8,0,0,0,0,0,,false,0,0,0,0,0,ROLE,1550f31da0649dfe916a61569489cafd,2,1550f31da0649dfe916a61569489cafd,1,,1,,,,,,,,
01ba6edc-0000-d9d0-0001-933e0003af42,"CREATE VIEW IF NOT EXISTS  VW_CUM_SALES_STORES AS
-- 4 What were the total cumulative sales by store, state, and product in September 2024, and how did these sales evolve throughout the month?
SELECT
    A.DATE,
    A.STORE_ID,
    B.STATE,
    C.BRAND,
    A.TOTAL_SALES,
    SUM( A.TOTAL_SALES ) OVER( PARTITION BY A.STORE_ID ORDER BY A.DATE ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) AS CUM_SUM
FROM SALES_DW.PUBLIC.FSALES   A
LEFT JOIN
SALES_DW.PUBLIC.DLOCATION     B ON A.STORE_ID = B.STORE_ID
LEFT JOIN
SALES_DW.PUBLIC.DPRODUCT      C ON C.ID_PRODUCT = A.ID_PRODUCT;",26,SALES_DW,34,PUBLIC,CREATE_VIEW,443369474187270,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,ETL-STEP-3.1,SUCCESS,,,2025-02-16 06:52:27.435 -0800,2025-02-16 06:52:27.474 -0800,39,0,0,0,60,0,,0,0,0,0,0,0,0,0,0,0,37,2,0,0,0,0,,,0,,,0,0,6e-06,9.2.8,0,0,0,0,0,,false,0,0,0,0,0,ROLE,bf4e797c7d4aca679f0992d9bc564763,2,bf4e797c7d4aca679f0992d9bc564763,1,,1,,,,,,,,
01ba6edc-0000-d9c4-0001-933e0003e84e,"CREATE TABLE IF NOT EXISTS dLocation
(
    
    STORE_ID INT PRIMARY KEY,
    ZIP      VARCHAR(50),
    CITY     VARCHAR(50),
    STATE    VARCHAR(50),
    ADDRESS  VARCHAR(100)

);",26,SALES_DW,34,PUBLIC,CREATE_TABLE,443369474187270,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,ETL-STEP-3.1,SUCCESS,,,2025-02-16 06:52:10.959 -0800,2025-02-16 06:52:11.003 -0800,44,0,0,0,50,0,,0,0,0,0,0,0,0,0,0,0,42,2,0,0,0,0,,,0,,,0,0,5e-06,9.2.8,0,0,0,0,0,,false,0,0,0,0,0,ROLE,6f4e2f282a60ff9dbd96b2d7ea563d56,2,6f4e2f282a60ff9dbd96b2d7ea563d56,1,,1,,,,,,,,
01ba6edc-0000-d9c4-0001-933e0003e85e,"CREATE TABLE IF NOT EXISTS dCalendar
(
    DATE DATE,
    YEAR INT,
    MONTH  INT,
    DAY    INT



);",26,SALES_DW,34,PUBLIC,CREATE_TABLE,443369474187270,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,ETL-STEP-3.1,SUCCESS,,,2025-02-16 06:52:24.215 -0800,2025-02-16 06:52:24.250 -0800,35,0,0,0,50,0,,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,,,0,,,0,0,5e-06,9.2.8,0,0,0,0,0,,false,0,0,0,0,0,ROLE,064d482d2cf0fd85670531ad0974c3b6,2,064d482d2cf0fd85670531ad0974c3b6,1,,1,,,,,,,,
01ba6edc-0000-d9c4-0001-933e0003e862,"INSERT INTO dCalendar
SELECT
    DISTINCT(DATE),
    YEAR,
    MONTH,
    DAY
FROM SALES_STAGING.PUBLIC.PRODUCT_SALES_PERFORMANCE_STAGING;",26,SALES_DW,34,PUBLIC,INSERT,443369474187270,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,X-Small,STANDARD,1,ETL-STEP-3.1,SUCCESS,,,2025-02-16 06:52:25.254 -0800,2025-02-16 06:52:25.922 -0800,668,25317376,1,1536,26,0,30,30,0,0,0,0,23,23,0,0,0,333,335,0,0,0,0,,,0,,,0,0,7.5e-05,9.2.8,0,0,0,0,0,100,false,0,0,0,1739717545578000000,0,ROLE,fcc4d1194655e816588a26b452e75676,2,fcc4d1194655e816588a26b452e75676,1,,1,,,,,,,,
01ba6edc-0000-d9c9-0001-933e0003f87e,"CREATE TABLE IF NOT EXISTS dProduct
(
    ID_PRODUCT  INT PRIMARY KEY,
    SKU         VARCHAR(250),
    TITLE       VARCHAR(250),
    BRAND       VARCHAR(250)
);",26,SALES_DW,34,PUBLIC,CREATE_TABLE,443369474187270,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,ETL-STEP-3.1,SUCCESS,,,2025-02-16 06:52:13.765 -0800,2025-02-16 06:52:13.799 -0800,34,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,,,0,,,0,0,5e-06,9.2.8,0,0,0,0,0,,false,0,0,0,0,0,ROLE,160766ae11dd66f9df06e91a44a33394,2,160766ae11dd66f9df06e91a44a33394,1,,1,,,,,,,,
01ba6edc-0000-d9c9-0001-933e0003f892,TRUNCATE TABLE dCalendar;,26,SALES_DW,34,PUBLIC,TRUNCATE_TABLE,443369474187270,OSCARFANTOZZI89,ACCOUNTADMIN,7,COMPUTE_WH,,STANDARD,,ETL-STEP-3.1,SUCCESS,,,2025-02-16 06:52:24.629 -0800,2025-02-16 06:52:24.952 -0800,323,0,0,0,36,0,,0,0,30,0,0,0,0,0,0,0,21,302,0,0,0,0,,,0,,,0,0,4.7e-05,9.2.8,0,0,0,0,0,,false,0,0,0,1739717544653000000,0,ROLE,94577cea19144f8e91257ccf5e0b6582,2,94577cea19144f8e91257ccf5e0b6582,1,,1,,,,,,,,
